,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_living15,sqft_lot15,grade_num,bed_bath_ratio,mean_price,id,zip_city,Waterfront
212,592500.0,4.0,2.5,2240.0,12032.0,1.0,2240.0,2520.0,12368.0,9.0,1.6,540296.5735055795,8677300550,0,0
213,465000.0,3.0,2.5,2714.0,17936.0,2.0,2714.0,2590.0,18386.0,9.0,1.2,540296.5735055795,4014400292,0,0
214,477000.0,4.0,2.75,1720.0,6270.0,2.0,1720.0,2130.0,8700.0,8.0,1.4545454545454546,540296.5735055795,1102000196,1,0
215,280000.0,2.0,1.0,850.0,16400.0,1.0,850.0,1100.0,14459.0,6.0,2.0,540296.5735055795,257000138,0,0
217,445838.0,3.0,2.5,2250.0,5692.0,2.0,2250.0,1320.0,5390.0,8.0,1.2,540296.5735055795,1909600046,1,0
218,1070000.0,2.0,2.25,3900.0,14864.0,1.0,1950.0,2580.0,5184.0,8.0,0.8888888888888888,540296.5735055795,1250202145,1,0
219,467000.0,2.0,1.5,1320.0,10800.0,1.0,1320.0,2120.0,12040.0,8.0,1.3333333333333333,540296.5735055795,7611200125,1,0
220,686000.0,4.0,2.5,2760.0,6440.0,2.0,2760.0,3070.0,8127.0,10.0,1.6,540296.5735055795,5611500140,0,0
221,279950.0,3.0,2.0,1750.0,9750.0,1.0,1350.0,1900.0,10125.0,7.0,1.5,540296.5735055795,7138000260,0,0
222,527000.0,4.0,2.25,2330.0,19436.0,2.0,2330.0,1910.0,10055.0,8.0,1.7777777777777777,540296.5735055795,626059335,0,0
223,325000.0,3.0,2.25,2220.0,16020.0,1.0,1780.0,2080.0,9583.0,8.0,1.3333333333333333,540296.5735055795,1922059282,0,0
224,328000.0,3.0,2.25,2020.0,8379.0,2.0,2020.0,2020.0,8031.0,7.0,1.3333333333333333,540296.5735055795,705700390,0,0
225,390000.0,3.0,2.25,1250.0,7500.0,1.0,1250.0,1280.0,7392.0,7.0,1.3333333333333333,540296.5735055795,7454001200,1,0
226,479950.0,2.0,2.0,1510.0,6516.0,1.0,1510.0,1640.0,6009.0,8.0,1.0,540296.5735055795,8682281200,0,0
227,264950.0,4.0,2.25,1720.0,9753.0,1.0,1120.0,1510.0,9753.0,7.0,1.7777777777777777,540296.5735055795,7972000200,0,0
228,235000.0,3.0,1.0,1430.0,15246.0,1.0,980.0,1960.0,13068.0,7.0,3.0,540296.5735055795,722059070,0,0
229,516500.0,3.0,2.5,1480.0,4729.0,2.0,1480.0,2250.0,4729.0,7.0,1.2,540296.5735055795,7202340400,0,0
230,655000.0,2.0,1.75,1450.0,15798.0,2.0,1230.0,2030.0,13193.0,7.0,1.1428571428571428,540296.5735055795,8096000060,0,1
231,500000.0,4.0,2.75,2280.0,15347.0,1.0,2280.0,2280.0,15347.0,7.0,1.4545454545454546,540296.5735055795,2424000060,0,0
232,315000.0,6.0,2.75,2940.0,7350.0,1.0,1780.0,2120.0,8236.0,8.0,2.1818181818181817,540296.5735055795,9264902050,0,0
233,213000.0,2.0,1.0,1000.0,10200.0,1.0,1000.0,1150.0,13702.0,6.0,2.0,540296.5735055795,943100260,0,0
234,475000.0,3.0,1.5,2480.0,5280.0,1.5,1620.0,2090.0,4800.0,7.0,2.0,540296.5735055795,3677400445,1,0
235,1030000.0,5.0,4.0,3760.0,28040.0,2.0,3760.0,3430.0,35096.0,10.0,1.25,540296.5735055795,1762600320,0,0
239,472000.0,6.0,2.5,4410.0,14034.0,1.0,2350.0,2600.0,13988.0,9.0,2.4,540296.5735055795,5152100060,0,0
240,225000.0,3.0,1.75,1430.0,8505.0,1.0,1430.0,1190.0,8640.0,7.0,1.7142857142857142,540296.5735055795,3584000310,0,0
241,210000.0,2.0,1.0,830.0,6000.0,1.0,830.0,830.0,4960.0,6.0,2.0,540296.5735055795,8150100045,1,0
242,455000.0,2.0,1.0,1430.0,5000.0,1.5,1430.0,1450.0,3750.0,7.0,2.0,540296.5735055795,1868901275,0,0
243,225000.0,3.0,1.0,1300.0,8316.0,1.0,1300.0,1260.0,8316.0,6.0,3.0,540296.5735055795,6131600075,0,0
244,480000.0,2.0,1.0,1030.0,3060.0,1.0,790.0,1390.0,3060.0,7.0,2.0,540296.5735055795,9468200125,1,0
245,363000.0,3.0,2.5,2740.0,11872.0,2.0,2740.0,2570.0,10377.0,9.0,1.2,540296.5735055795,8029510030,0,0
247,181000.0,2.0,1.5,720.0,5120.0,1.0,720.0,1150.0,2566.0,6.0,1.3333333333333333,540296.5735055795,7899800890,1,0
248,250000.0,4.0,2.0,2010.0,7312.0,1.0,2010.0,2010.0,7650.0,7.0,2.0,540296.5735055795,3021059276,0,0
249,481000.0,3.0,1.75,1560.0,3000.0,1.0,770.0,1390.0,3000.0,6.0,1.7142857142857142,540296.5735055795,3797001895,1,0
250,260000.0,3.0,2.0,1810.0,7209.0,1.0,1240.0,1750.0,7209.0,7.0,1.5,540296.5735055795,3832710960,0,0
251,455000.0,4.0,2.5,3360.0,7685.0,2.0,3360.0,3060.0,6567.0,9.0,1.6,540296.5735055795,1310430400,0,0
252,415000.0,3.0,2.25,1510.0,36224.0,2.0,1510.0,1730.0,36224.0,8.0,1.3333333333333333,540296.5735055795,1422300030,0,0
253,349500.0,3.0,1.0,1400.0,3538.0,1.0,800.0,1620.0,6331.0,7.0,3.0,540296.5735055795,1105000588,1,0
254,245000.0,3.0,2.5,1730.0,7442.0,2.0,1730.0,1630.0,6458.0,7.0,1.2,540296.5735055795,3830630060,0,0
255,592500.0,2.0,2.0,1420.0,9191.0,1.5,1420.0,1420.0,6816.0,7.0,1.0,540296.5735055795,5101404898,0,0
256,385000.0,4.0,1.75,2360.0,7620.0,1.0,1180.0,1910.0,7620.0,7.0,2.2857142857142856,540296.5735055795,7972601890,1,0
257,315000.0,3.0,1.75,1580.0,11455.0,1.0,1200.0,1550.0,10650.0,7.0,1.7142857142857142,540296.5735055795,5127001620,0,0
258,255000.0,3.0,1.0,1230.0,10170.0,1.0,1230.0,1380.0,10098.0,7.0,3.0,540296.5735055795,9407100800,0,0
259,693000.0,4.0,2.5,2460.0,4425.0,2.0,2460.0,2990.0,5659.0,8.0,1.6,540296.5735055795,1873100060,0,0
260,780000.0,3.0,1.0,1660.0,4400.0,1.5,1460.0,1660.0,4400.0,8.0,3.0,540296.5735055795,8722101360,1,0
261,237000.0,3.0,1.75,1270.0,8470.0,1.0,1270.0,1600.0,8470.0,7.0,1.7142857142857142,540296.5735055795,8644000060,0,0
262,525000.0,3.0,2.25,2100.0,40510.0,2.0,1320.0,2380.0,33450.0,10.0,1.3333333333333333,540296.5735055795,3325069129,0,0
263,425000.0,2.0,1.0,770.0,5040.0,1.0,770.0,1330.0,2580.0,5.0,2.0,540296.5735055795,1400300055,1,0
264,369900.0,1.0,0.75,760.0,10079.0,1.0,760.0,1230.0,14267.0,5.0,1.3333333333333333,540296.5735055795,2123039032,0,1
265,290000.0,4.0,2.5,1700.0,7280.0,2.0,1700.0,1950.0,7475.0,7.0,1.6,540296.5735055795,8078560140,0,0
266,285000.0,3.0,1.0,1120.0,10701.0,1.0,1120.0,1130.0,6350.0,7.0,3.0,540296.5735055795,3438500192,1,0
267,415000.0,2.0,1.0,1070.0,4500.0,1.0,1070.0,1320.0,4465.0,7.0,2.0,540296.5735055795,7974200510,0,0
268,272500.0,3.0,2.5,2070.0,9900.0,1.0,1420.0,2070.0,8250.0,8.0,1.2,540296.5735055795,2557000400,0,0
271,436000.0,2.0,1.0,1040.0,7538.0,1.0,1040.0,1440.0,7530.0,7.0,2.0,540296.5735055795,6378500125,1,0
272,210000.0,3.0,1.0,1700.0,11390.0,1.0,1700.0,1350.0,8164.0,7.0,3.0,540296.5735055795,1745100140,0,0
273,236000.0,3.0,1.0,1300.0,5898.0,1.0,1300.0,1320.0,7619.0,7.0,3.0,540296.5735055795,2976800796,1,0
274,331000.0,3.0,1.75,1080.0,1306.0,1.0,580.0,1440.0,2225.0,7.0,1.7142857142857142,540296.5735055795,4235400186,1,0
275,365000.0,3.0,2.5,2653.0,4510.0,2.0,2653.0,2653.0,4927.0,8.0,1.2,540296.5735055795,4215100060,0,0
276,450000.0,3.0,2.0,2290.0,16258.0,1.0,2290.0,1660.0,10530.0,8.0,1.5,540296.5735055795,9189700045,0,0
277,770000.0,4.0,2.75,3820.0,26300.0,2.0,2850.0,1860.0,12136.0,9.0,1.4545454545454546,540296.5735055795,1126049053,0,0
278,455000.0,4.0,2.5,2210.0,49375.0,1.0,2210.0,2670.0,49385.0,8.0,1.6,540296.5735055795,2022069200,0,0
279,405000.0,3.0,1.75,2390.0,6000.0,1.0,1240.0,2020.0,6000.0,6.0,1.7142857142857142,540296.5735055795,9412900055,1,0
280,304900.0,4.0,1.75,2600.0,11325.0,1.0,1610.0,1720.0,11088.0,7.0,2.2857142857142856,540296.5735055795,1722059235,0,0
281,170000.0,2.0,1.0,860.0,5265.0,1.0,860.0,1650.0,8775.0,6.0,2.0,540296.5735055795,6874200960,1,0
284,330000.0,3.0,3.0,2420.0,13959.0,1.0,1740.0,2570.0,13300.0,8.0,1.0,540296.5735055795,5634500392,0,0
285,370000.0,4.0,2.5,2720.0,8666.0,2.0,2720.0,2410.0,8100.0,9.0,1.6,540296.5735055795,1509500060,0,0
286,467000.0,5.0,2.25,2500.0,13500.0,1.0,1850.0,2300.0,9750.0,7.0,2.2222222222222223,540296.5735055795,7214810350,0,0
287,405000.0,3.0,1.75,1670.0,6720.0,1.0,1140.0,1670.0,7320.0,7.0,1.7142857142857142,540296.5735055795,6647200060,0,0
288,675000.0,5.0,2.25,2900.0,10300.0,1.0,1450.0,2310.0,10300.0,8.0,2.2222222222222223,540296.5735055795,9552700140,0,0
289,500000.0,2.0,1.0,1640.0,14100.0,1.0,1140.0,1520.0,13527.0,7.0,2.0,540296.5735055795,2200500350,0,0
290,389999.0,4.0,2.5,1890.0,15770.0,2.0,1890.0,2410.0,15256.0,7.0,1.6,540296.5735055795,6113400046,0,0
291,630000.0,4.0,1.75,2950.0,9025.0,1.0,1780.0,2120.0,9600.0,8.0,2.2857142857142856,540296.5735055795,6619910140,0,0
292,360000.0,4.0,2.5,2160.0,9528.0,2.0,2160.0,2280.0,9937.0,9.0,1.6,540296.5735055795,1115450240,0,0
293,580000.0,4.0,3.0,3280.0,11060.0,2.0,2270.0,2320.0,11004.0,8.0,1.3333333333333333,540296.5735055795,6073240060,0,0
294,550000.0,3.0,2.0,1970.0,4166.0,2.0,1270.0,2390.0,4166.0,8.0,1.5,540296.5735055795,9297300045,1,0
295,879000.0,4.0,2.5,3360.0,22111.0,2.0,3360.0,3150.0,11374.0,10.0,1.6,540296.5735055795,9510920070,0,0
296,265000.0,3.0,2.0,1320.0,8959.0,1.0,1320.0,1740.0,7316.0,7.0,1.5,540296.5735055795,5468730030,0,0
297,446500.0,3.0,2.5,2650.0,7286.0,2.0,2650.0,2400.0,7220.0,8.0,1.2,540296.5735055795,8079030390,0,0
298,404000.0,3.0,1.5,2030.0,8880.0,1.0,1330.0,2140.0,5592.0,7.0,2.0,540296.5735055795,600000152,1,0
299,267500.0,3.0,1.75,1590.0,11914.0,1.0,1090.0,1630.0,9052.0,7.0,1.7142857142857142,540296.5735055795,1840000030,0,0
301,335000.0,3.0,2.5,2440.0,7632.0,2.0,2440.0,2510.0,7903.0,8.0,1.2,540296.5735055795,3260800030,0,0
302,576000.0,3.0,2.5,1940.0,9000.0,1.0,970.0,2190.0,7310.0,7.0,1.2,540296.5735055795,2747100024,1,0
303,208633.0,3.0,2.5,2040.0,3810.0,2.0,2040.0,2370.0,4590.0,8.0,1.2,540296.5735055795,5104530560,0,0
304,315000.0,3.0,2.25,2200.0,8750.0,1.0,1120.0,1460.0,10139.0,7.0,1.3333333333333333,540296.5735055795,4330600350,0,0
305,725000.0,3.0,1.75,1920.0,3300.0,1.0,960.0,1740.0,4000.0,8.0,1.7142857142857142,540296.5735055795,5016001535,1,0
306,550000.0,4.0,2.75,1800.0,7750.0,1.0,1400.0,1800.0,8275.0,8.0,1.4545454545454546,540296.5735055795,7280300196,1,0
307,610750.0,4.0,2.25,2180.0,7297.0,2.0,2180.0,2250.0,9781.0,8.0,1.7777777777777777,540296.5735055795,8651520400,0,0
308,550700.0,2.0,1.0,1010.0,5000.0,1.5,1010.0,1460.0,5000.0,6.0,2.0,540296.5735055795,7171200445,1,0
309,665000.0,4.0,2.75,3320.0,10574.0,2.0,2220.0,2720.0,8330.0,8.0,1.4545454545454546,540296.5735055795,3204800200,0,0
310,834000.0,4.0,2.5,2370.0,4000.0,1.5,1980.0,2440.0,5750.0,8.0,1.6,540296.5735055795,3416600800,1,0
315,305000.0,4.0,2.25,1950.0,7700.0,1.0,1350.0,2150.0,7350.0,8.0,1.7777777777777777,540296.5735055795,1328320800,0,0
316,487000.0,3.0,2.0,2590.0,14052.0,1.0,1720.0,1570.0,8162.0,8.0,1.5,540296.5735055795,7771300125,1,0
318,548000.0,2.0,1.0,1470.0,3864.0,1.0,1170.0,1570.0,3864.0,7.0,2.0,540296.5735055795,9521101455,1,0
320,819900.0,5.0,2.75,3150.0,7119.0,2.0,3150.0,1560.0,8384.0,9.0,1.8181818181818181,540296.5735055795,325059286,0,0
321,520000.0,3.0,2.25,2030.0,16200.0,2.0,2030.0,2660.0,17958.0,8.0,1.3333333333333333,540296.5735055795,2597650240,0,0
322,230000.0,3.0,2.0,1450.0,11204.0,1.0,1450.0,1520.0,9518.0,7.0,1.5,540296.5735055795,3353400435,0,0
323,240000.0,3.0,1.75,1510.0,10248.0,1.0,1510.0,1510.0,9753.0,7.0,1.7142857142857142,540296.5735055795,7972000240,0,0
324,232000.0,2.0,1.0,1240.0,12092.0,1.0,960.0,1820.0,7460.0,6.0,2.0,540296.5735055795,7520000520,1,0
325,240500.0,2.0,1.0,1240.0,12092.0,1.0,960.0,1820.0,7460.0,6.0,2.0,540296.5735055795,7520000520,1,0
326,274975.0,3.0,2.5,3030.0,45004.0,2.0,3030.0,3080.0,35781.0,9.0,1.2,540296.5735055795,3530210260,0,0
327,740000.0,4.0,2.0,2050.0,4400.0,1.5,2050.0,2320.0,5500.0,9.0,2.0,540296.5735055795,1959700550,1,0
328,186375.0,3.0,1.0,1000.0,7636.0,1.0,1000.0,1150.0,7600.0,7.0,3.0,540296.5735055795,1665400045,0,0
329,790000.0,3.0,2.25,2370.0,10289.0,1.0,1590.0,2500.0,10004.0,9.0,1.3333333333333333,540296.5735055795,9542850320,0,0
330,880000.0,4.0,3.5,2800.0,6750.0,2.0,1890.0,2370.0,6120.0,9.0,1.1428571428571428,540296.5735055795,3179100060,1,0
331,279000.0,6.0,1.75,2240.0,11180.0,2.0,2240.0,1590.0,7955.0,7.0,3.4285714285714284,540296.5735055795,2946001550,0,0
332,295000.0,3.0,2.0,1810.0,10530.0,1.0,1810.0,1910.0,10450.0,8.0,1.5,540296.5735055795,8078490390,0,0
333,640000.0,2.0,1.0,1070.0,5000.0,1.0,1070.0,1710.0,5000.0,7.0,2.0,540296.5735055795,9550201550,1,0
334,940000.0,4.0,2.0,2490.0,9525.0,2.0,2490.0,2770.0,9525.0,9.0,2.0,540296.5735055795,191100045,0,0
335,260000.0,4.0,2.5,1960.0,5238.0,2.0,1960.0,1800.0,5894.0,7.0,1.6,540296.5735055795,5009600070,0,0
336,559900.0,3.0,2.75,2930.0,5569.0,1.0,1860.0,2580.0,11045.0,9.0,1.0909090909090908,540296.5735055795,200350070,0,0
337,791500.0,4.0,2.0,1510.0,3500.0,1.5,1510.0,1820.0,3750.0,7.0,2.0,540296.5735055795,2877103726,1,0
338,265000.0,3.0,1.75,1420.0,8250.0,1.0,1420.0,1740.0,8000.0,7.0,1.7142857142857142,540296.5735055795,405100295,1,0
340,485000.0,4.0,1.75,2560.0,43995.0,2.0,2560.0,2560.0,14764.0,7.0,2.2857142857142856,540296.5735055795,3126069068,0,0
341,684000.0,4.0,3.5,3040.0,8414.0,2.0,2420.0,3470.0,8066.0,9.0,1.1428571428571428,540296.5735055795,1115300070,0,0
342,425000.0,3.0,1.75,2500.0,6840.0,1.0,1300.0,1580.0,8691.0,8.0,1.7142857142857142,540296.5735055795,6414100671,1,0
343,309600.0,4.0,1.75,1275.0,20000.0,1.0,1275.0,1660.0,20000.0,6.0,2.2857142857142856,540296.5735055795,7004200060,0,0
344,552250.0,4.0,2.5,2580.0,5823.0,2.0,2580.0,2380.0,5823.0,8.0,1.6,540296.5735055795,7852110140,0,0
347,320000.0,2.0,1.0,1070.0,32633.0,1.0,1070.0,1360.0,32156.0,6.0,2.0,540296.5735055795,4048400070,0,0
348,206600.0,3.0,2.0,1390.0,13464.0,1.0,1390.0,1720.0,12080.0,7.0,1.5,540296.5735055795,808000070,0,0
349,387000.0,4.0,1.75,2500.0,7690.0,1.0,1250.0,2040.0,8646.0,7.0,2.2857142857142856,540296.5735055795,7374200030,1,0
350,299000.0,1.0,0.75,560.0,12120.0,1.0,560.0,1300.0,19207.0,4.0,1.3333333333333333,540296.5735055795,7325600160,0,0
351,855000.0,4.0,2.75,2270.0,10460.0,2.0,2270.0,2610.0,10180.0,9.0,1.4545454545454546,540296.5735055795,2757000030,0,0
352,315000.0,3.0,1.0,1900.0,14400.0,1.0,1300.0,1940.0,14400.0,7.0,3.0,540296.5735055795,616000140,0,0
353,437500.0,2.0,1.0,990.0,3120.0,1.0,790.0,1930.0,3120.0,7.0,2.0,540296.5735055795,3363900111,1,0
354,252000.0,4.0,1.5,1550.0,19800.0,1.0,1050.0,1640.0,22654.0,7.0,2.6666666666666665,540296.5735055795,9262800171,0,0
355,375000.0,4.0,1.75,2200.0,7475.0,1.0,1100.0,1600.0,5766.0,7.0,2.2857142857142856,540296.5735055795,6607000126,1,0
356,300000.0,4.0,2.5,1910.0,4862.0,2.0,1910.0,2010.0,5091.0,7.0,1.6,540296.5735055795,5416510830,0,0
358,900000.0,3.0,1.0,1330.0,77972.0,1.0,1330.0,1340.0,17689.0,7.0,3.0,540296.5735055795,325059171,0,0
359,679900.0,3.0,2.5,2440.0,5750.0,2.0,1980.0,1520.0,5750.0,9.0,1.2,540296.5735055795,952003285,0,0
360,463000.0,3.0,2.5,1640.0,29970.0,2.0,1640.0,1580.0,28399.0,7.0,1.2,540296.5735055795,3211290370,0,0
361,380000.0,5.0,2.5,2760.0,11340.0,2.0,2760.0,2470.0,11340.0,9.0,2.0,540296.5735055795,1072010350,0,0
362,329500.0,4.0,2.5,1820.0,7912.0,2.0,1820.0,1820.0,8168.0,7.0,1.6,540296.5735055795,8856950070,0,0
363,604950.0,3.0,2.5,2110.0,5608.0,1.0,1340.0,2040.0,9363.0,8.0,1.2,540296.5735055795,925059078,0,0
364,795000.0,5.0,2.5,3040.0,9570.0,1.0,1640.0,2920.0,8800.0,8.0,2.0,540296.5735055795,7855801090,0,0
365,465000.0,3.0,2.0,1840.0,40438.0,2.0,1840.0,1380.0,44049.0,7.0,1.5,540296.5735055795,723099065,0,0
366,673000.0,4.0,2.5,2990.0,10400.0,2.0,2990.0,2140.0,17449.0,9.0,1.6,540296.5735055795,6116500075,0,0
367,810000.0,4.0,2.5,3520.0,15420.0,2.0,3520.0,3400.0,21455.0,10.0,1.6,540296.5735055795,1118500030,0,0
368,785000.0,4.0,2.75,2440.0,69415.0,1.0,1910.0,2770.0,24361.0,8.0,1.4545454545454546,540296.5735055795,424069250,0,0
369,338000.0,4.0,3.0,2090.0,7500.0,1.0,1370.0,1810.0,7650.0,7.0,1.3333333333333333,540296.5735055795,3291800710,0,0
370,280000.0,3.0,2.25,1430.0,7222.0,2.0,1430.0,1430.0,7220.0,7.0,1.3333333333333333,540296.5735055795,6838700060,0,0
371,315000.0,4.0,2.25,2180.0,10754.0,1.0,1100.0,1810.0,6929.0,7.0,1.7777777777777777,540296.5735055795,2231500030,1,0
372,530000.0,4.0,2.25,2180.0,10754.0,1.0,1100.0,1810.0,6929.0,7.0,1.7777777777777777,540296.5735055795,2231500030,1,0
373,380000.0,5.0,3.0,3450.0,9914.0,2.0,3450.0,2860.0,9721.0,9.0,1.6666666666666667,540296.5735055795,7683900200,0,0
374,297000.0,3.0,2.25,1450.0,7562.0,2.0,1450.0,1650.0,7625.0,7.0,1.3333333333333333,540296.5735055795,8155830060,0,0
375,730000.0,4.0,2.5,3230.0,7331.0,2.0,3230.0,3480.0,7447.0,10.0,1.6,540296.5735055795,98020310,0,0
376,450000.0,3.0,1.75,1640.0,13500.0,1.0,1110.0,1770.0,12600.0,7.0,1.7142857142857142,540296.5735055795,9423400140,1,0
377,275000.0,3.0,3.0,1590.0,7750.0,1.0,1060.0,1680.0,7500.0,7.0,1.0,540296.5735055795,1545804860,0,0
378,595000.0,4.0,2.0,2020.0,2849.0,2.0,2020.0,1910.0,3120.0,7.0,2.0,540296.5735055795,2883200160,0,0
379,435000.0,3.0,1.5,1300.0,3348.0,1.5,1300.0,1590.0,2577.0,7.0,2.0,540296.5735055795,7132300695,1,0
381,950000.0,3.0,3.0,4040.0,14338.0,2.0,3030.0,3360.0,14142.0,10.0,1.0,540296.5735055795,624111000,0,0
382,389000.0,4.0,2.25,2130.0,5337.0,2.0,2130.0,2300.0,6930.0,7.0,1.7777777777777777,540296.5735055795,808300310,0,0
383,560000.0,4.0,2.25,2550.0,7800.0,1.0,1580.0,2420.0,8050.0,8.0,1.7777777777777777,540296.5735055795,8563040160,0,0
385,799000.0,4.0,2.25,2510.0,11585.0,2.0,2510.0,2450.0,9691.0,8.0,1.7777777777777777,540296.5735055795,8651600160,0,0
386,365500.0,3.0,2.0,1410.0,9600.0,1.0,1410.0,1410.0,9600.0,7.0,1.5,540296.5735055795,9517200030,0,0
387,252350.0,3.0,2.0,1650.0,7352.0,1.0,1160.0,1710.0,7350.0,7.0,1.5,540296.5735055795,2460700700,0,0
388,403950.0,4.0,2.5,2120.0,13780.0,2.0,2120.0,1880.0,12000.0,8.0,1.6,540296.5735055795,1223039290,1,0
389,385000.0,4.0,1.5,2040.0,10726.0,1.0,1380.0,1610.0,10020.0,7.0,2.6666666666666665,540296.5735055795,2890100060,1,0
391,490000.0,3.0,2.75,1980.0,3128.0,2.0,1980.0,1950.0,2856.0,9.0,1.0909090909090908,540296.5735055795,8857320070,0,0
392,330000.0,3.0,2.5,1600.0,26977.0,2.0,1600.0,1790.0,27743.0,8.0,1.2,540296.5735055795,4047200695,0,0
393,927000.0,4.0,2.75,3300.0,12090.0,2.0,3300.0,3180.0,12239.0,8.0,1.4545454545454546,540296.5735055795,1653500070,0,0
394,1120000.0,4.0,2.5,3840.0,16619.0,2.0,3840.0,3600.0,16553.0,10.0,1.6,540296.5735055795,1923000030,0,0
395,330000.0,2.0,1.0,1220.0,10000.0,1.0,1220.0,2000.0,9600.0,7.0,2.0,540296.5735055795,3649100320,0,0
396,530000.0,5.0,2.25,2720.0,8800.0,1.0,1500.0,2110.0,8800.0,7.0,2.2222222222222223,540296.5735055795,7375300160,0,0
397,365000.0,4.0,2.0,1940.0,25600.0,1.0,1940.0,2000.0,10071.0,8.0,2.0,540296.5735055795,5175800060,0,0
398,378750.0,3.0,2.5,2160.0,3000.0,1.5,1260.0,1060.0,3500.0,7.0,1.2,540296.5735055795,1604601375,1,0
399,269900.0,4.0,1.75,1530.0,8750.0,1.5,1530.0,1390.0,8750.0,7.0,2.2857142857142856,540296.5735055795,2473251090,0,0
400,557000.0,3.0,3.5,1710.0,2096.0,2.0,1290.0,1630.0,1543.0,8.0,0.8571428571428571,540296.5735055795,9126100861,1,0
401,360000.0,4.0,1.75,3730.0,16980.0,1.0,2150.0,1880.0,16963.0,7.0,2.2857142857142856,540296.5735055795,3420069065,0,0
402,352000.0,2.0,1.0,940.0,5000.0,1.0,940.0,1560.0,4500.0,7.0,2.0,540296.5735055795,6021501685,1,0
403,437000.0,3.0,2.5,1750.0,22357.0,2.0,1750.0,2430.0,22357.0,8.0,1.2,540296.5735055795,1151100070,0,0
404,322500.0,4.0,2.5,1820.0,6753.0,2.0,1820.0,1820.0,7107.0,7.0,1.6,540296.5735055795,8856950240,0,0
405,650000.0,3.0,3.25,1510.0,2000.0,2.0,1330.0,1510.0,1352.0,9.0,0.9230769230769231,540296.5735055795,9385200055,0,0
406,450000.0,3.0,2.0,1290.0,1213.0,3.0,1290.0,1290.0,3235.0,8.0,1.5,540296.5735055795,7821200390,1,0
407,278500.0,3.0,2.0,1570.0,5250.0,1.0,1570.0,1570.0,5250.0,7.0,1.5,540296.5735055795,8078520310,0,0
408,364950.0,4.0,2.5,1930.0,6957.0,2.0,1930.0,2090.0,6996.0,8.0,1.6,540296.5735055795,1565950030,0,0
409,840000.0,4.0,3.5,2840.0,40139.0,1.0,2840.0,3180.0,36852.0,10.0,1.1428571428571428,540296.5735055795,1560930070,0,0
410,268000.0,3.0,2.5,1550.0,8134.0,2.0,1550.0,1550.0,8134.0,7.0,1.2,540296.5735055795,6700400140,0,0
412,632925.0,3.0,2.5,2990.0,32239.0,2.0,2990.0,2990.0,36497.0,8.0,1.2,540296.5735055795,1774220160,0,0
413,577500.0,3.0,2.5,2000.0,7251.0,2.0,2000.0,2450.0,8118.0,9.0,1.2,540296.5735055795,1525200060,0,0
414,339000.0,4.0,1.5,2390.0,7480.0,1.5,2390.0,2850.0,6867.0,7.0,2.6666666666666665,540296.5735055795,1678400105,1,0
415,570000.0,3.0,1.75,2910.0,37461.0,1.0,1530.0,2520.0,18295.0,7.0,1.7142857142857142,540296.5735055795,3426059070,0,0
417,423000.0,4.0,2.25,2200.0,9351.0,1.0,1290.0,1910.0,8660.0,7.0,1.7777777777777777,540296.5735055795,2697100140,1,0
418,355000.0,3.0,2.25,1860.0,5028.0,2.0,1860.0,2320.0,5465.0,8.0,1.3333333333333333,540296.5735055795,8724300030,0,0
420,482000.0,2.0,1.0,950.0,3960.0,1.0,950.0,1320.0,4050.0,7.0,2.0,540296.5735055795,625049299,1,0
421,625000.0,3.0,1.75,1600.0,9135.0,1.0,1600.0,1580.0,9800.0,7.0,1.7142857142857142,540296.5735055795,6073200075,0,0
422,538000.0,3.0,2.5,2250.0,11632.0,2.0,2250.0,2360.0,11632.0,8.0,1.2,540296.5735055795,6388900710,0,0
423,380000.0,3.0,2.5,2280.0,10255.0,2.0,2280.0,2310.0,10094.0,8.0,1.2,540296.5735055795,1442860160,0,0
424,375000.0,2.0,1.0,940.0,5120.0,1.0,940.0,1300.0,5120.0,7.0,2.0,540296.5735055795,7942600310,1,0
425,245000.0,3.0,2.5,1530.0,8500.0,1.0,1030.0,1850.0,8140.0,7.0,1.2,540296.5735055795,1545808560,0,0
426,310000.0,5.0,1.75,2190.0,27260.0,1.0,2190.0,1620.0,39480.0,7.0,2.857142857142857,540296.5735055795,936000060,0,0
427,1300000.0,3.0,2.0,2350.0,15021.0,1.0,1770.0,3530.0,15715.0,8.0,1.5,540296.5735055795,9808650060,0,0
428,397000.0,4.0,2.0,1440.0,7680.0,1.0,1200.0,1460.0,9660.0,7.0,2.0,540296.5735055795,3754700160,0,0
429,365000.0,3.0,2.5,2200.0,4052.0,2.0,2200.0,2310.0,5082.0,8.0,1.2,540296.5735055795,305500140,0,0
430,328500.0,4.0,3.0,2290.0,8250.0,2.0,2290.0,2290.0,8250.0,9.0,1.3333333333333333,540296.5735055795,5468750060,0,0
432,1000000.0,4.0,2.5,2610.0,3277.0,1.5,1920.0,1810.0,3277.0,8.0,1.6,540296.5735055795,3454000060,1,0
433,237000.0,3.0,2.5,1490.0,2138.0,2.0,1490.0,1490.0,2094.0,7.0,1.2,540296.5735055795,646910160,0,0
434,525000.0,4.0,2.5,2450.0,5280.0,2.0,2450.0,2300.0,4674.0,8.0,1.6,540296.5735055795,8564950390,0,0
